ID,Food name,無単位,枚,本,個片丁株玉房,杯/カップ,半分,摘み/少々,小/小匙,中,大/大匙,一掴,袋,箱,缶/カン,CC,cm,束,合,適量、お好み,g
4065,ひよこまめ　全粒　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,1
4066,ひよこまめ　全粒　ゆで,-1,-1,-1,-1,240,-1,-1,-1,-1,15,-1,57,-1,-1,-1,-1,-1,-1,-1,1
4067,ひよこまめ　全粒　フライ　味付け,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
4068,べにばないんげん　全粒　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
4069,べにばないんげん　全粒　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
4108,やぶまめ　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
4070,らいまめ　全粒　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
4093,らいまめ　全粒　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
4071,りょくとう　全粒　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
4072,りょくとう　全粒　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
4073,レンズまめ　全粒　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
4094,レンズまめ　全粒　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5001,アーモンド　乾,-1,-1,-1,1.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
5002,アーモンド　フライ　味付け,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5040,アーモンド　いり　無塩,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5003,あさ　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5041,あまに　いり,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5004,えごま　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5005,カシューナッツ　フライ　味付け,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5006,かぼちゃ　いり　味付け,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5007,かや　いり,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5008,ぎんなん　生,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5009,ぎんなん　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5010,（くり類）　日本ぐり　生,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5011,（くり類）　日本ぐり　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5012,（くり類）　日本ぐり　甘露煮,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5013,（くり類）　中国ぐり　甘ぐり,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5014,くるみ　いり,-1,-1,-1,4,120,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5015,けし　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5016,ココナッツ　ココナッツパウダー,-1,-1,-1,2000,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5017,ごま　乾,-1,-1,-1,-1,-1,-1,1,3,-1,9,-1,60,-1,-1,-1,-1,-1,-1,-1,1
5018,ごま　いり,10,-1,-1,0.003,-1,-1,2,3,-1,9,-1,60,-1,-1,-1,-1,-1,-1,-1,1
5019,ごま　むき,-1,-1,-1,-1,120,-1,-1,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5042,ごま　ねり,-1,-1,160,-1,180,-1,-1,5,-1,15,-1,-1,-1,-1,1.05,-1,-1,-1,-1,1
5020,しい　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5021,すいか　いり　味付け,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5046,チアシード　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5022,とち　蒸し,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5023,はす　未熟　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5024,はす　成熟　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5043,はす　成熟　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5025,（ひし類）　ひし　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5047,（ひし類）　とうびし　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5048,（ひし類）　とうびし　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5026,ピスタチオ　いり　味付け,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5027,ひまわり　フライ　味付け,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5028,ブラジルナッツ　フライ　味付け,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5029,ヘーゼルナッツ　フライ　味付け,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5030,ペカン　フライ　味付け,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5031,マカダミアナッツ　いり　味付け,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5032,まつ　生,-1,-1,-1,0.2,-1,-1,-1,-1,-1,-1,-1,500,-1,-1,-1,-1,-1,-1,-1,1
5033,まつ　いり,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5034,らっかせい　大粒種　乾,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5035,らっかせい　大粒種　いり,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5044,らっかせい　小粒種　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5045,らっかせい　小粒種　いり,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5036,らっかせい　バターピーナッツ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
5037,らっかせい　ピーナッツバター,-1,-1,-1,-1,-1,-1,-1,4,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6001,アーティチョーク　花らい　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6002,アーティチョーク　花らい　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6402,アイスプラント　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6003,あさつき　葉　生,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,1
6004,あさつき　葉　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6005,あしたば　茎葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6006,あしたば　茎葉　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6007,アスパラガス　若茎　生,-1,-1,20,20,-1,10,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,100,-1,-1,1
6008,アスパラガス　若茎　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6327,アスパラガス　若茎　油いため,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6009,アスパラガス　水煮缶詰,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6328,アロエ　葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6010,いんげんまめ　さやいんげん　若ざや　生,-1,-1,7,7,-1,-1,2,-1,-1,-1,-1,100,-1,130,-1,-1,-1,-1,-1,1
6011,いんげんまめ　さやいんげん　若ざや　ゆで,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6012,（うど類）　うど　茎　生,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,1
6013,（うど類）　うど　茎　水さらし,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6014,（うど類）　やまうど　茎　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6363,うるい　葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6015,えだまめ　生,-1,-1,3,3,-1,1.5,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,80,-1,-1,1
6016,えだまめ　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,1
6017,えだまめ　冷凍,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,400,-1,-1,-1,-1,-1,-1,-1,1
6018,エンダイブ　葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6019,（えんどう類）　トウミョウ　茎葉　生,-1,-1,-1,-1,-1,2.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6329,（えんどう類）　トウミョウ　芽ばえ　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6330,（えんどう類）　トウミョウ　芽ばえ　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6331,（えんどう類）　トウミョウ　芽ばえ　油いため,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6020,（えんどう類）　さやえんどう　若ざや　生,-1,2.8,6,2,-1,3,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,1
6021,（えんどう類）　さやえんどう　若ざや　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6022,（えんどう類）　スナップえんどう　若ざや　生,-1,-1,5,5,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6023,（えんどう類）　グリンピース　生,-1,-1,-1,-1,170,-1,-1,-1,-1,-1,-1,190,-1,-1,-1,-1,-1,-1,-1,1
6024,（えんどう類）　グリンピース　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6025,（えんどう類）　グリンピース　冷凍,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6374,（えんどう類）　グリンピース　冷凍　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6375,（えんどう類）　グリンピース　冷凍　油いため,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6026,（えんどう類）　グリンピース　水煮缶詰,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6027,おおさかしろな　葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6028,おおさかしろな　葉　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6029,おおさかしろな　塩漬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6030,おかひじき　茎葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,1
6031,おかひじき　茎葉　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6032,オクラ　果実　生,-1,-1,12,12,-1,6,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,1
6033,オクラ　果実　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6034,かぶ　葉　生,-1,-1,-1,800,-1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6035,かぶ　葉　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6036,かぶ　根　皮つき　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6037,かぶ　根　皮つき　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6038,かぶ　根　皮なし　生,-1,-1,-1,800,-1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6039,かぶ　根　皮なし　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6040,かぶ　漬物　塩漬　葉,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6041,かぶ　漬物　塩漬　根　皮つき,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6042,かぶ　漬物　塩漬　根　皮なし,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6043,かぶ　漬物　ぬかみそ漬　葉,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6044,かぶ　漬物　ぬかみそ漬　根　皮つき,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6045,かぶ　漬物　ぬかみそ漬　根　皮なし,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6046,（かぼちゃ類）　日本かぼちゃ　果実　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6047,（かぼちゃ類）　日本かぼちゃ　果実　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6048,（かぼちゃ類）　西洋かぼちゃ　果実　生,-1,-1,-1,800,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6049,（かぼちゃ類）　西洋かぼちゃ　果実　ゆで,-1,-1,-1,1500,-1,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6332,（かぼちゃ類）　西洋かぼちゃ　果実　焼き,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6050,（かぼちゃ類）　西洋かぼちゃ　果実　冷凍,-1,-1,-1,1500,-1,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6051,（かぼちゃ類）　そうめんかぼちゃ　果実　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,1
6052,からしな　葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,1
6053,からしな　塩漬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6054,カリフラワー　花序　生,-1,-1,-1,350,-1,175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,1
6055,カリフラワー　花序　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6056,かんぴょう　乾,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,1
6057,かんぴょう　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6364,かんぴょう　甘煮,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6058,きく　花びら　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6059,きく　花びら　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6060,きく　菊のり,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6061,（キャベツ類）　キャベツ　結球葉　生,1000,55,-1,1000,100,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6062,（キャベツ類）　キャベツ　結球葉　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6333,（キャベツ類）　キャベツ　結球葉　油いため,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6403,（キャベツ類）　キャベツ　結球葉　カット　常法洗浄,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6404,（キャベツ類）　キャベツ　結球葉　カット　次亜塩素酸洗浄,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6063,（キャベツ類）　グリーンボール　結球葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6064,（キャベツ類）　レッドキャベツ　結球葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6065,きゅうり　果実　生,100,-1,100,100,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,1
6066,きゅうり　漬物　塩漬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6067,きゅうり　漬物　しょうゆ漬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6068,きゅうり　漬物　ぬかみそ漬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6069,きゅうり　漬物　ピクルス　スイート型,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6070,きゅうり　漬物　ピクルス　サワー型,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6071,ぎょうじゃにんにく　葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6075,キンサイ　茎葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6076,キンサイ　茎葉　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6077,クレソン　茎葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,1
6078,くわい　塊茎　生,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6079,くわい　塊茎　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6080,ケール　葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6081,コールラビ　球茎　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6082,コールラビ　球茎　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6083,こごみ　若芽　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6084,（ごぼう類）　ごぼう　根　生,-1,-1,150,150,-1,75,-1,-1,-1,-1,-1,200,-1,-1,-1,1,-1,-1,-1,1
6085,（ごぼう類）　ごぼう　根　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6405,（ごぼう類）　堀川ごぼう　根　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6086,こまつな　葉　生,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,1
6087,こまつな　葉　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6385,コリアンダー　葉　生,-1,-1,1,-1,-1,-1,-1,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6088,ザーサイ　漬物,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,1
6089,さんとうさい　葉　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6090,さんとうさい　葉　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6091,さんとうさい　塩漬,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6092,しかくまめ　若ざや　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6093,（ししとう類）　ししとう　果実　生,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,139,-1,0,-1,-1,-1,-1,-1,1
6094,（ししとう類）　ししとう　果実　油いため,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6406,（ししとう類）　万願寺とうがらし　果実　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6095,しそ　葉　生,-1,0.5,1,0.75,-1,-1,0.5,2,-1,-1,-1,10,-1,-1,-1,-1,10,-1,-1,1
6096,しそ　実　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6097,じゅうろくささげ　若ざや　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6098,じゅうろくささげ　若ざや　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6099,しゅんぎく　葉　生,-1,-1,-1,30,-1,15,-1,-1,-1,-1,-1,160,-1,-1,-1,-1,170,-1,-1,1
6100,しゅんぎく　葉　ゆで,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6101,じゅんさい　若葉　水煮びん詰,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6102,（しょうが類）　葉しょうが　根茎　生,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6103,（しょうが類）　しょうが　根茎　皮なし　生,-1,1,-1,50,-1,-1,1,6,-1,18,-1,-1,-1,-1,-1,1,-1,-1,-1,1
6365,（しょうが類）　しょうが　根茎　皮なし　生　おろし,-1,-1,1,10,-1,-1,1,6,-1,18,-1,-1,-1,-1,-1,1,-1,-1,-1,1
6366,（しょうが類）　しょうが　根茎　皮なし　生　おろし汁,-1,-1,-1,10,200,-1,1,5,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6104,（しょうが類）　しょうが　漬物　酢漬,-1,-1,10,-1,-1,-1,1,-1,-1,15,-1,60,-1,-1,-1,-1,-1,-1,-1,1
6105,（しょうが類）　しょうが　漬物　甘酢漬,-1,-1,-1,-1,-1,-1,1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
6386,（しょうが類）　新しょうが　根茎　生,-1,-1,-1,50,-1,-1,1,6,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
